Incident ID,Incident Date,State,City Or County,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,County,FIPS,Population_per_state_2023,Population_per_county_2023
3034978,2024-09-27,Wyoming,Rock Springs,Rock Springs High School,0,0,0,0,0,SWEETWATER,56037,584057,41249.0
3034650,2024-09-26,New York,Brooklyn,Metropolitan Diploma Plus High School,0,0,0,0,2,KINGS,36047,19571216,2561225.0
3034963,2024-09-26,Idaho,Pocatello,Highland High School,0,0,0,0,0,BANNOCK,16005,1964726,90400.0
3034653,2024-09-25,Georgia,Newnan,Newnan High School,0,0,0,0,1,COWETA,13077,11029227,155892.0
3033809,2024-09-25,Washington,Kennewick,Kamiakin High School,0,0,0,0,0,BENTON,53005,7812880,215219.0
3034542,2024-09-25,Louisiana,Loranger,Loranger High School,0,0,0,0,1,TANGIPAHOA,22105,4573749,138064.0
3034357,2024-09-25,New York,Brooklyn,I.S. 068 Isaac Bildersee,0,2,0,0,0,KINGS,36047,19571216,2561225.0
3034261,2024-09-25,Pennsylvania,Williamsport,WILLIAMSPORT AREA HIGH SCHOOL,0,0,0,0,1,LYCOMING,42081,12961683,112724.0
3034905,2024-09-25,Tennessee,Maryville,Mary Blount Elementary School,0,0,0,0,1,BLOUNT,47009,7126489,141456.0
3034921,2024-09-25,Tennessee,Memphis,Hamilton High School,0,0,0,0,1,SHELBY,47157,7126489,910042.0
3033131,2024-09-24,Delaware,New Castle,William Penn High School,0,0,0,0,1,NEW CASTLE,10003,1031890,578592.0
3033272,2024-09-24,North Carolina,Charlotte,Kennedy Middle School,0,0,0,0,1,MECKLENBURG,37119,10835491,1163701.0
3033231,2024-09-24,Illinois,Highland Park,North Shore Academy,0,0,0,0,1,LAKE,17097,12549689,708760.0
3034561,2024-09-24,North Carolina,Warsaw,Warsaw Elementary School,0,0,0,0,0,DUPLIN,37061,10835491,49520.0
3033601,2024-09-24,New York,Brooklyn,South Shore High School,0,1,0,0,0,KINGS,36047,19571216,2561225.0
3034226,2024-09-24,Washington,Camas,Skyridge Middle School,0,0,0,0,0,CLARK,53011,7812880,521150.0
3032410,2024-09-23,Alabama,Albertville,Albertville High School,0,0,0,0,1,MARSHALL,01095,5108468,100756.0
3032279,2024-09-23,Tennessee,Cordova,Chimneyrock Elementary School,0,0,0,0,1,SHELBY,47157,7126489,910042.0
3032019,2024-09-23,Maryland,Hyattsville (Landover Hills),Ellen Ochoa Middle School,0,0,0,0,1,PRINCE GEORGES,24033,6180253,947430.0
3031797,2024-09-23,Kansas,Wichita,Cessna Elementary School,0,1,0,1,1,SEDGWICK,20173,2940546,528469.0
3032802,2024-09-23,Florida,Jacksonville,Englewood High School,0,0,0,0,1,DUVAL,12031,22610726,1030822.0
3031860,2024-09-22,Arizona,Tucson,University of Arizona,1,0,0,0,1,PIMA,04019,7431344,1063162.0
3032628,2024-09-22,New York,Batavia,Genesee Community College,0,0,0,0,1,GENESEE,36037,19571216,57529.0
3031418,2024-09-21,Texas,Marble Falls,Marble Falls High School,0,1,0,0,0,BURNET,48053,30503301,53991.0
3032165,2024-09-21,South Dakota,Sioux Falls,Lincoln High School,0,0,0,0,1,MINNEHAHA,46099,919318,206930.0
3030406,2024-09-20,Oregon,Gresham,Gresham High School,0,0,0,0,1,MULTNOMAH,41051,4233358,789698.0
3032954,2024-09-20,New Mexico,Albuquerque,ACE Leadership High School,0,0,0,0,2,BERNALILLO,35001,2114371,671586.0
3029512,2024-09-20,West Virginia,Miami,Sharon Dawes Elementary School,0,0,0,0,1,KANAWHA,54039,1770071,174805.0
3030257,2024-09-20,New York,New York (Manhattan),Percy E. Sutton Educational Campus,0,0,0,0,1,NEW YORK,36061,19571216,1597451.0
3029118,2024-09-20,Louisiana,Youngsville,Southside High,0,0,0,0,1,LAFAYETTE,22055,4573749,249750.0
3030037,2024-09-20,California,Stockton,Aspire Langston Hughes,0,0,0,0,1,SAN JOAQUIN,06077,38965193,800965.0
3034186,2024-09-19,Tennessee,Nashville,Pearl Cohn High School,0,0,0,0,0,DAVIDSON,47037,7126489,712334.0
3028309,2024-09-19,Florida,Sebring,Sebring High School,0,0,0,0,1,HIGHLANDS,12055,22610726,107614.0
3028681,2024-09-19,South Dakota,Sturgis,Sturgis Elementary School,0,0,0,0,1,MEADE,46093,919318,30954.0
3030081,2024-09-19,Florida,Palm Beach Gardens (Riviera Beach),John F. Kennedy Middle School,0,0,0,0,1,PALM BEACH,12099,22610726,1533801.0
3032176,2024-09-19,South Dakota,Sturgis,Sturgis Elementary School,0,0,0,0,1,MEADE,46093,919318,30954.0
3029348,2024-09-19,Texas,San Antonio,John Paul Stevens High School,0,0,0,0,1,BEXAR,48029,30503301,2087679.0
3029797,2024-09-19,Texas,Houston,Bastian Elementary School,0,0,0,0,1,HARRIS,48201,30503301,4835125.0
3029261,2024-09-19,New York,Corona (Queens),Flushing High School,0,0,0,0,2,QUEENS,36081,19571216,2252196.0
3028272,2024-09-19,Georgia,Atlanta,Emory Atlanta Campus,0,0,0,0,0,FULTON,13121,11029227,1079105.0
3027566,2024-09-18,Maryland,Waldorf,Benjamin Stoddert Middle School,0,0,0,0,0,CHARLES,24017,6180253,171973.0
3029708,2024-09-18,Ohio,Columbus,Ohio State University,0,0,0,0,0,FRANKLIN,39049,11785935,1326063.0
3027867,2024-09-18,Indiana,Fort Wayne,FWCS Amp Lab at Electric Works,0,0,0,0,1,ALLEN,18003,6862199,394545.0
3027589,2024-09-18,Texas,Bryan,Bryan High School,0,0,0,0,1,BRAZOS,48041,30503301,244703.0
3027865,2024-09-18,New York,Staten Island,Curtis High School,0,0,0,0,1,RICHMOND,36085,19571216,490687.0
3027439,2024-09-18,Louisiana,Denham Springs,Live Oak Middle School,0,0,0,0,1,LIVINGSTON,22063,4573749,150145.0
3027897,2024-09-17,Ohio,Dayton (Huber Heights),Wayne High School,0,0,0,0,1,MONTGOMERY,39113,11785935,533796.0
3027879,2024-09-17,Kentucky,Smithland,Livingston Central High School,0,0,0,0,0,LIVINGSTON,21139,4526154,8892.0
3027892,2024-09-17,Kentucky,Mount Sterling,McNabb Middle School,0,0,0,0,1,MONTGOMERY,21173,4526154,28527.0
3027743,2024-09-17,Minnesota,Saint Paul,Washington Technology Magnet School,0,1,0,0,1,RAMSEY,27123,5737915,536075.0
3027678,2024-09-17,Texas,Arlington,Jones Academy,0,0,0,0,0,TARRANT,48439,30503301,2182947.0
3027252,2024-09-17,New Mexico,Albuquerque,Volcano Vista High School,0,0,0,0,1,BERNALILLO,35001,2114371,671586.0
3026559,2024-09-17,Missouri,Saint Louis (Overland),Husky Academy,0,0,0,0,1,SAINT LOUIS CITY,29510,6196156,281754.0
3027491,2024-09-17,Florida,Plant City,Simmons Career Center,0,0,0,0,1,HILLSBOROUGH,12057,22610726,1535564.0
3027458,2024-09-17,Texas,El Paso,Del Valle High School,0,0,0,0,2,EL PASO,48141,30503301,869880.0
3026913,2024-09-17,Oregon,Central Point,Crater High School,0,0,0,0,1,JACKSON,41029,4233358,220768.0
3025916,2024-09-16,Ohio,Columbus,Ohio State University,0,1,0,0,1,FRANKLIN,39049,11785935,1326063.0
3026589,2024-09-16,Michigan,Southfield,Southfield High School for the Arts and Technology,0,0,0,0,1,OAKLAND,26125,10037261,1270426.0
3025615,2024-09-16,Virginia,Orange,Orange Elementary School,0,0,0,0,0,ORANGE,51137,8715698,38574.0
3027274,2024-09-16,Georgia,Covington,Cousins Middle School,0,0,0,0,1,NEWTON,13217,11029227,120135.0
3027050,2024-09-16,Ohio,Cincinnati,LEAP Academy,0,0,0,0,1,HAMILTON,39061,11785935,827058.0
3024985,2024-09-15,New York,Buffalo,Harvey Austin Elementary School,0,1,0,0,1,ERIE,36029,19571216,946147.0
3022971,2024-09-13,Tennessee,Chattanooga,Chattanooga Preparatory School,0,0,0,0,0,HAMILTON,47065,7126489,379864.0
3023052,2024-09-13,Louisiana,New Orleans,Delgado Community College,0,0,0,0,0,ORLEANS,22071,4573749,364136.0
3025721,2024-09-13,California,Sacramento,Will C. Wood Middle School,0,0,0,0,1,SACRAMENTO,06067,38965193,1584288.0
3023962,2024-09-13,Georgia,Atlanta,Frederick Douglass High School,0,0,0,0,0,FULTON,13121,11029227,1079105.0
3022885,2024-09-13,Florida,Orlando,Boone High School,0,0,0,0,2,ORANGE,12095,22610726,1471416.0
3022945,2024-09-13,Ohio,Marion,Grant Middle School,0,0,0,0,1,MARION,39101,11785935,64851.0
3022937,2024-09-13,Georgia,Duluth,Duluth Middle School,0,0,0,0,1,GWINNETT,13135,11029227,983526.0
3023940,2024-09-13,Georgia,Newnan,Northgate High School,0,0,0,0,1,COWETA,13077,11029227,155892.0
3023489,2024-09-13,Pennsylvania,Drexel Hill,,0,0,0,0,1,DELAWARE,42045,12961683,576720.0
3022966,2024-09-12,New York,Rochester,Monroe High School,0,0,0,0,1,MONROE,36055,19571216,748482.0
3027541,2024-09-12,South Carolina,Laurens,Laurens District 55 High School,0,0,0,0,1,LAURENS,45059,5373555,68873.0
3022941,2024-09-12,Georgia,Atlanta,Sarah Smith Elementary School,0,0,0,0,0,FULTON,13121,11029227,1079105.0
3022896,2024-09-12,Florida,Tallahassee,Griffin Middle School,0,0,0,0,1,LEON,12073,22610726,296913.0
3022890,2024-09-12,Florida,Tampa,Blake High School,0,0,0,0,1,HILLSBOROUGH,12057,22610726,1535564.0
3022844,2024-09-12,Missouri,Springfield,Truman Elementary,0,1,0,0,0,GREENE,29077,6196156,304611.0
3022737,2024-09-12,Oklahoma,Okay,Okay High School,0,0,0,0,1,WAGONER,40145,4053824,89280.0
3032624,2024-09-12,Illinois,Lombard,Glenbard East High School,0,0,0,0,0,DUPAGE,17043,12549689,921213.0
3023512,2024-09-12,Texas,San Angelo,Lake View High School,0,0,0,0,1,TOM GREEN,48451,30503301,119057.0
3021683,2024-09-11,South Carolina,Marion,Marion High School,0,0,0,0,1,MARION,45067,5373555,28508.0
3021508,2024-09-11,South Carolina,Chester,Chester Senior High School,0,0,0,0,1,CHESTER,45023,5373555,32226.0
3021579,2024-09-11,Tennessee,Bolivar,Bolivar Central High School,0,0,0,0,1,HARDEMAN,47069,7126489,25567.0
3021873,2024-09-11,Kentucky,Louisville,Louisville Male High School,0,0,0,0,1,JEFFERSON,21111,4526154,772144.0
3023137,2024-09-11,Georgia,Trion,Trion High School,0,1,0,0,0,CHATTOOGA,13055,11029227,25222.0
3022412,2024-09-11,North Carolina,Durham,Holton Career and Resource Center,0,0,0,0,1,DURHAM,37063,10835491,336892.0
3023020,2024-09-11,Indiana,Anderson,Highland Middle School,0,0,0,0,1,MADISON,18095,6862199,132504.0
3023007,2024-09-11,South Dakota,Sioux Falls,Axtell Park Middle School,0,0,0,0,1,MINNEHAHA,46099,919318,206930.0
3022983,2024-09-11,West Virginia,New Haven,New Haven Elementary School,0,0,0,0,1,MASON,54053,1770071,24765.0
3021303,2024-09-11,Ohio,Cincinnati,Alternative School at Greenhills Community Building,0,0,0,0,1,HAMILTON,39061,11785935,827058.0
3021397,2024-09-11,Florida,Altamonte Springs,Lake Brantley High School,0,0,0,0,1,SEMINOLE,12117,22610726,484271.0
3021761,2024-09-11,Washington,Bothell,Lynnwood High School,0,0,0,0,1,KING,53033,7812880,2271380.0
3022036,2024-09-11,Alabama,Pinson,Clay-Chalkville High School,0,0,0,0,1,JEFFERSON,01073,5108468,662895.0
3021964,2024-09-11,Florida,Orange Park,Oakleaf High School,0,0,0,0,1,CLAY,12019,22610726,232439.0
3020079,2024-09-10,Virginia,Newport News,,1,0,0,0,0,NEWPORT NEWS CITY,51700,8715698,183118.0
3022222,2024-09-10,South Carolina,Aiken,USC Aiken,0,0,0,0,1,AIKEN,45003,5373555,177130.0
3020742,2024-09-10,Nebraska,Omaha,Northwest High School,0,1,0,0,1,DOUGLAS,31055,1978379,589540.0
3029212,2024-09-10,Virginia,Norfolk,Webb University Center,0,0,0,0,0,NORFOLK CITY,51710,8715698,230930.0
3021824,2024-09-10,Tennessee,Memphis,Germanshire Elementary School,0,0,0,0,0,SHELBY,47157,7126489,910042.0
3021574,2024-09-10,Illinois,Lombard,Glenbard East High School,0,0,0,0,1,DUPAGE,17043,12549689,921213.0
3020758,2024-09-09,Iowa,Des Moines,Theodore Roosevelt High School,0,0,0,0,1,POLK,19153,3207004,505255.0
3020948,2024-09-09,Pennsylvania,Philadelphia,Temple University Campus,0,1,0,0,0,PHILADELPHIA,42101,12961683,1550542.0
3021504,2024-09-09,North Carolina,Raleigh,Sanderson High School,0,0,0,0,1,WAKE,37183,10835491,1190275.0
3020472,2024-09-09,North Carolina,Statesville,Statesville High School,0,0,0,0,1,IREDELL,37097,10835491,199710.0
3019803,2024-09-09,Washington,Vancouver,Mountain View High School,0,0,0,0,2,CLARK,53011,7812880,521150.0
3019385,2024-09-09,North Carolina,Raleigh,North Carolina State University,0,0,0,0,1,WAKE,37183,10835491,1190275.0
3019991,2024-09-09,Mississippi,Booneville,Thrasher School,0,0,0,0,1,PRENTISS,28117,2939690,25135.0
3018370,2024-09-07,Florida,Opa Locka,Omega Activity Center,0,5,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
3020954,2024-09-07,Nebraska,Lincoln,Memorial Stadium,0,0,0,0,1,LANCASTER,31109,1978379,326716.0
3017356,2024-09-06,Ohio,Cincinnati,Princeton High School,0,0,0,0,1,HAMILTON,39061,11785935,827058.0
3017287,2024-09-06,Mississippi,Caledonia,Caledonia Elementary,0,0,0,0,0,LOWNDES,28087,2939690,57283.0
3017139,2024-09-06,Maryland,Joppa (Joppatowne),Joppatowne High School,1,0,0,0,1,HARFORD,24025,6180253,264644.0
3017742,2024-09-06,North Carolina,Rolesville,Rolesville High School,0,0,0,0,1,WAKE,37183,10835491,1190275.0
3017541,2024-09-06,Tennessee,Nashville,Hillsboro High School,0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
3017449,2024-09-06,West Virginia,Martinsburg,"Martinsburg High School, Cobourn Field",0,3,0,0,0,BERKELEY,54003,1770071,132440.0
3017416,2024-09-05,New Mexico,Albuquerque,Valley High School,0,0,0,0,1,BERNALILLO,35001,2114371,671586.0
3017926,2024-09-05,Georgia,Stockbridge,Woodland Middle School,0,0,0,0,1,HENRY,13151,11029227,254613.0
3016736,2024-09-05,Kentucky,Manchester,Clay County High School,0,0,0,0,1,CLAY,21051,4526154,19648.0
3016333,2024-09-05,Georgia,Thomasville,MacIntyre Park Middle School,0,0,0,0,1,THOMAS,13275,11029227,45649.0
3016440,2024-09-05,Louisiana,La Place (LaPlace),East Saint John High School,0,0,0,0,1,ST JOHN THE BAPTIST,22095,4573749,39592.0
3017187,2024-09-05,Illinois,Kankakee,Avis Huff School / Avis Huff Student Support Services,0,0,0,0,0,KANKAKEE,17091,12549689,105940.0
3017173,2024-09-05,South Carolina,Union,Union County High School,0,0,0,0,1,UNION,45087,5373555,26629.0
3021212,2024-09-05,New York,Tonawanda,Alexander Hamilton Elementary School,0,0,0,0,0,ERIE,36029,19571216,946147.0
3016839,2024-09-05,Washington,Kent,Kentridge High School,0,0,0,0,1,KING,53033,7812880,2271380.0
3016700,2024-09-05,Tennessee,Memphis,Geeter K-8 Middle School,0,0,0,0,0,SHELBY,47157,7126489,910042.0
3015569,2024-09-04,New York,Bronx,MS 391 - Angelo Patri School,0,1,0,0,0,BRONX,36005,19571216,1356476.0
3016014,2024-09-04,Oklahoma,Sapulpa,Sapulpa High School,0,0,0,0,0,CREEK,40037,4053824,73332.0
3015835,2024-09-04,Illinois,Elgin,Elgin High School,0,0,0,0,1,KANE,17089,12549689,514982.0
3021541,2024-09-04,Wisconsin,La Crosse,Hamilton Elementary School,0,0,0,0,1,LA CROSSE,55063,5910955,120486.0
3014703,2024-09-04,Georgia,Winder,Apalachee High School,4,7,0,0,1,BARROW,13013,11029227,92792.0
3016282,2024-09-04,Arizona,Tucson,Los Ninos Elementary School,0,0,0,0,0,PIMA,04019,7431344,1063162.0
3016056,2024-09-04,Alabama,Cottonwood,Cottonwood High School,0,0,0,0,1,HOUSTON,01069,5108468,108462.0
3016011,2024-09-04,Oklahoma,Tulsa,Union High School,0,0,0,0,0,TULSA,40143,4053824,682868.0
3016102,2024-09-04,Texas,Carthage,,0,0,0,0,1,PANOLA,48365,30503301,22838.0
3015764,2024-09-04,Iowa,Davenport,Davenport West High School,0,0,0,0,2,SCOTT,19163,3207004,174270.0
3015740,2024-09-04,Wisconsin,Chippewa Falls,Chippewa Falls Middle School,0,0,0,0,0,CHIPPEWA,55017,5910955,66970.0
3019611,2024-09-03,New York,Frankfort,Frankfort Schuyler Elementary School,0,0,0,0,0,HERKIMER,36043,19571216,59484.0
3015694,2024-09-03,Georgia,Pelham,Pelham City Middle School,0,0,0,0,1,MITCHELL,13205,11029227,21114.0
3013926,2024-09-03,Michigan,Rockford,River Valley Academy,0,0,0,0,0,KENT,26081,10037261,661354.0
3014413,2024-09-03,Tennessee,Apison,East Hamilton Middle School,0,0,0,0,1,HAMILTON,47065,7126489,379864.0
3014438,2024-09-03,Pennsylvania,Drexel Hill,Upper Darby High School,0,0,0,0,1,DELAWARE,42045,12961683,576720.0
3017106,2024-09-03,Louisiana,Baton Rouge,Bellaire Magnet School,0,0,0,0,1,EAST BATON ROUGE,22033,4573749,448467.0
3014916,2024-09-03,Iowa,Dubuque,Audubon Elementary School,0,0,0,0,1,DUBUQUE,19061,3207004,98887.0
3012751,2024-09-02,Ohio,Cleveland (East Cleveland),,0,3,0,0,0,CUYAHOGA,39035,11785935,1233088.0
3010113,2024-08-30,Alabama,Huntsville,University of Alabama Huntsville Material Sciences Building,0,1,0,0,0,MADISON,01089,5108468,412600.0
3010882,2024-08-30,New Jersey,Wayne,Passaic County Technical Institute,0,2,0,0,1,PASSAIC,34031,9290841,513395.0
3014000,2024-08-30,North Carolina,Ramseur,Eastern Randolph High School,0,0,0,0,1,RANDOLPH,37151,10835491,147458.0
3015237,2024-08-30,North Carolina,Maxton,Purnell Swett High School,0,0,0,0,1,ROBESON,37155,10835491,117365.0
3011849,2024-08-30,Michigan,Romulus,Romulus Middle School,0,0,0,0,1,WAYNE,26163,10037261,1751169.0
3011840,2024-08-30,Florida,Daytona Beach,Daytona Stadium,0,0,0,0,1,VOLUSIA,12127,22610726,590357.0
3011032,2024-08-30,Maryland,Baltimore,Mergenthaler Vocational Technical High School,0,0,0,0,0,BALTIMORE CITY,24510,6180253,565239.0
3009200,2024-08-29,Kentucky,Louisville,,0,2,0,0,1,JEFFERSON,21111,4526154,772144.0
3010456,2024-08-29,Michigan,Royal Oak,Royal Oak High School,0,0,0,0,1,OAKLAND,26125,10037261,1270426.0
3009720,2024-08-29,Texas,Austin,Akins Early College High School,0,0,0,0,1,TRAVIS,48453,30503301,1334961.0
3009430,2024-08-29,Florida,Tallahassee,Leon High School,0,0,0,0,1,LEON,12073,22610726,296913.0
3009068,2024-08-28,Indiana,Columbus,McDowell Education Center,0,0,0,0,0,BARTHOLOMEW,18005,6862199,84003.0
3008471,2024-08-28,North Carolina,Charlotte,Oakdale Elementary,0,0,0,0,1,MECKLENBURG,37119,10835491,1163701.0
3009207,2024-08-28,Maryland,Baltimore,Overlea High School,0,0,0,0,1,BALTIMORE CITY,24510,6180253,565239.0
3007338,2024-08-27,Arizona,Phoenix,West Phoenix High School,0,0,0,0,1,MARICOPA,04013,7431344,4585871.0
3015497,2024-08-27,Mississippi,Decatur,East Central Community College,0,0,0,0,1,NEWTON,28101,2939690,21019.0
3010331,2024-08-27,Georgia,Warner Robins,Warner Robins High School,0,0,0,0,1,HOUSTON,13153,11029227,171974.0
3008467,2024-08-27,North Carolina,Charlotte,Sedgefield Middle School,0,0,0,0,1,MECKLENBURG,37119,10835491,1163701.0
3008678,2024-08-27,Tennessee,Nashville,McGavock High School,0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
3011022,2024-08-27,California,Los Angeles,John C. Fremont High School,0,0,0,0,1,LOS ANGELES,06037,38965193,9663345.0
3009615,2024-08-27,Texas,Bellaire,Bellaire High School,0,0,0,0,1,HARRIS,48201,30503301,4835125.0
3007487,2024-08-27,Tennessee,Chattanooga,Howard High School,0,0,0,0,1,HAMILTON,47065,7126489,379864.0
3006424,2024-08-26,Indiana,Avon,Avon Intermediate School East,0,0,0,0,0,HENDRICKS,18063,6862199,186387.0
3007614,2024-08-26,Tennessee,Nashville,"Vanderbilt University, Recreation and Wellness Center:",0,0,0,0,1,DAVIDSON,47037,7126489,712334.0
3007059,2024-08-26,California,Visalia,Golden West High School,0,0,0,0,1,TULARE,06107,38965193,479468.0
3011019,2024-08-26,California,Los Angeles,Washington Preparatory High School,0,0,0,0,1,LOS ANGELES,06037,38965193,9663345.0
3006262,2024-08-26,Texas,Houston,Rice University Jones College,1,0,1,0,0,HARRIS,48201,30503301,4835125.0
3003784,2024-08-23,Texas,San Antonio,Lee High School,0,0,0,0,1,BEXAR,48029,30503301,2087679.0
3009146,2024-08-23,Georgia,Covington,Sharp Stadium,0,0,0,0,0,NEWTON,13217,11029227,120135.0
3006137,2024-08-23,Texas,Dallas,Solar Prepatory School for Boys,0,0,0,0,1,DALLAS,48113,30503301,2606358.0
3003543,2024-08-22,Ohio,Dayton (West Carrollton),West Carrollton Middle School,0,0,0,0,1,MONTGOMERY,39113,11785935,533796.0
3002920,2024-08-22,Georgia,Augusta,Cross Creek High School,0,0,0,0,0,RICHMOND,13245,11029227,205414.0
3002672,2024-08-22,Texas,El Paso,Franklin High School,0,0,1,0,0,EL PASO,48141,30503301,869880.0
3004260,2024-08-22,Alabama,Tallassee,Tallassee High School,0,0,0,0,1,ELMORE,01051,5108468,90441.0
3010717,2024-08-22,California,Vallejo,Jesse Bethel High School,0,0,0,0,1,SOLANO,06095,38965193,449218.0
3004093,2024-08-22,Louisiana,Baton Rouge,Belaire High School,0,0,0,0,1,EAST BATON ROUGE,22033,4573749,448467.0
3004083,2024-08-22,Louisiana,Baton Rouge,McKinley High School,0,0,0,0,1,EAST BATON ROUGE,22033,4573749,448467.0
3003047,2024-08-21,Mississippi,Tunica (county),,0,0,0,0,1,TUNICA,28143,2939690,9234.0
3002522,2024-08-21,Louisiana,Opelousas,South Louisiana Community College - Opelousas Campus,0,0,0,0,1,SAINT LANDRY,22097,4573749,81464.0
3000787,2024-08-20,Texas,San Antonio,John Paul Stevens High School,0,0,0,0,1,BEXAR,48029,30503301,2087679.0
3020251,2024-08-20,California,Tracy,Stein Continuation High School,0,0,0,0,1,SAN JOAQUIN,06077,38965193,800965.0
3000900,2024-08-19,Louisiana,Bossier City,Bossier High School,0,1,0,0,1,BOSSIER,22015,4573749,129795.0
2999708,2024-08-19,Georgia,Savannah,Windsor Forest High School,0,0,0,0,2,CHATHAM,13051,11029227,303655.0
3001799,2024-08-19,Nevada,North Las Vegas,Legacy High School,0,0,0,0,1,CLARK,32003,3194176,2336573.0
3000986,2024-08-19,North Carolina,Winston Salem (Winston-salem),Carver High School,0,0,0,0,1,FORSYTH,37067,10835491,392921.0
3001032,2024-08-18,Mississippi,Itta Bena,Mississippi Valley State University,0,2,0,0,0,LEFLORE,28083,2939690,26378.0
2998258,2024-08-18,Mississippi,Itta Bena,Mississippi Valley State University,0,2,0,0,0,LEFLORE,28083,2939690,26378.0
2997394,2024-08-16,Texas,Victoria,Victoria East High School,0,0,0,0,2,VICTORIA,48469,30503301,91664.0
3000827,2024-08-16,Georgia,Columbus,,0,0,0,0,0,MUSCOGEE,13215,11029227,201877.0
3000587,2024-08-16,Louisiana,Hammond,Hammond High School,0,0,0,0,1,TANGIPAHOA,22105,4573749,138064.0
3012804,2024-08-16,California,Reseda,Cleveland High School,0,0,0,0,1,LOS ANGELES,06037,38965193,9663345.0
2997946,2024-08-16,California,Sylmar,Sylmar High School,0,0,0,0,1,LOS ANGELES,06037,38965193,9663345.0
2997508,2024-08-16,Mississippi,Columbus,Columbus High School Field House,0,0,0,0,1,LOWNDES,28087,2939690,57283.0
3000908,2024-08-15,Georgia,Mount Airy,Raider Stadium,0,0,0,0,1,HABERSHAM,13137,11029227,48757.0
2996050,2024-08-15,Indiana,Terre Haute,Hoosier Prairie Elementary,0,0,0,0,0,VIGO,18167,6862199,106153.0
2996807,2024-08-15,South Carolina,Columbia,Keenan High School,0,0,0,0,1,RICHLAND,45079,5373555,425138.0
2996352,2024-08-14,New York,Syracuse,,0,0,0,0,0,ONONDAGA,36067,19571216,467873.0
2994803,2024-08-14,Virginia,Petersburg,Virginia Hall,0,4,0,0,2,PETERSBURG CITY,51730,8715698,33309.0
2995517,2024-08-13,Ohio,Cincinnati,Bridgetown Middle School,0,0,0,0,1,HAMILTON,39061,11785935,827058.0
2997736,2024-08-13,North Carolina,Connelly Springs,East Burke Middle School,0,0,0,0,1,Burke,37023,10835491,88338.0
3002732,2024-08-13,Texas,Richmond,Fort Bend County's Structured Therapeutic Educational Program,0,0,0,0,1,FORT BEND,48157,30503301,916778.0
2994008,2024-08-13,South Carolina,Anderson,TL Hanna High School,0,0,0,0,1,ANDERSON,45007,5373555,213076.0
2994706,2024-08-13,Tennessee,Chattanooga,Howard High School,0,0,0,0,1,HAMILTON,47065,7126489,379864.0
2994011,2024-08-12,South Carolina,Blythewood,Westwood High School,0,0,0,0,1,RICHLAND,45079,5373555,425138.0
2991777,2024-08-10,Tennessee,Nashville,Vanderbilt University Sutherland House,0,1,0,0,1,DAVIDSON,47037,7126489,712334.0
2994039,2024-08-09,Georgia,Augusta,Butler High School,0,0,0,0,0,RICHMOND,13245,11029227,205414.0
2991172,2024-08-08,Florida,Coconut Creek,Monarch High School,0,0,0,0,1,BROWARD,12011,22610726,1962531.0
2990403,2024-08-08,California,Berkeley,Clark Kerr,0,0,0,0,0,ALAMEDA,06001,38965193,1622188.0
2987767,2024-08-05,Tennessee,Memphis,Power Center Academy Hickory Hill High School,0,0,0,0,1,SHELBY,47157,7126489,910042.0
2988351,2024-08-05,Florida,Fort Pierce,Indian River State College Massey Campus,0,0,0,0,1,SAINT LUCIE,12111,22610726,373586.0
2985439,2024-08-01,New Mexico,Las Cruces,Organ Mountain High School,0,0,0,0,2,DONA ANA,35013,2114371,225210.0
2983511,2024-07-30,Oregon,Klamath Falls,Klamath Union High School / Modoc Field,0,1,0,0,0,KLAMATH,41035,4233358,70003.0
2982733,2024-07-30,Indiana,Fort Wayne,Purdue Fort Wayne - Indiana University Fort Wayne,0,0,1,0,0,ALLEN,18003,6862199,394545.0
2973693,2024-07-19,Texas,Austin,University of Texas - Dobie Twenty21,0,0,0,0,2,TRAVIS,48453,30503301,1334961.0
2979381,2024-07-19,Washington,Tacoma,Tacoma Public Schools Offices,0,0,0,0,0,PIERCE,53053,7812880,928696.0
2967674,2024-07-13,Texas,Austin,University of Texas - Austin,0,0,0,0,0,TRAVIS,48453,30503301,1334961.0
2966443,2024-07-11,Nevada,Las Vegas,"University of Nevada, Las Vegas Financial Aid and Cashiering Offices",0,0,0,0,1,CLARK,32003,3194176,2336573.0
2965629,2024-07-09,Texas,Greenville,Greenville High School,0,0,0,0,1,HUNT,48231,30503301,113347.0
2964842,2024-07-09,California,Fair Oaks,Del Campo High School,0,0,0,0,1,SACRAMENTO,06067,38965193,1584288.0
2959428,2024-07-03,Florida,Fort Pierce,Fort Pierce Central High School,0,0,0,0,1,SAINT LUCIE,12111,22610726,373586.0
2953529,2024-06-28,North Carolina,Wingate,Ron Christopher Stadium/Wingate University,0,0,0,1,0,UNION,37179,10835491,256452.0
2952738,2024-06-26,Florida,Sanford,Seminole High School,0,0,0,0,1,SEMINOLE,12117,22610726,484271.0
2985516,2024-06-21,Tennessee,Memphis,Tennessee College of Applied Technology,0,0,0,0,1,SHELBY,47157,7126489,910042.0
